,компания,сектор,год,тип отчета,ссылка на отчет,E_Общие,E_Биоразнообразие,E_Вода,E_Газ,E_Климат,E_Отходы,E_Экологический менеджмент,E_Энергия,S_Безопасность и охрана здоровья,S_Безопасность продукта,S_Благотворительность,S_Инвестиции и капитальные вложения,S_Налоги,S_Обучение и развитие,S_Оплата труда,S_Отношения с потребителями,S_Отношения с работниками,S_Охрана здоровья,S_Профсоюзы и коллективные договоры,S_Трудовые отношения,G_Антикоррупция,G_Дивиденды и акционеры,G_Инновации,G_Лидерство,G_Отчетность и прозрачность,G_Управление рисками,G_Эффективность и производительность
1199,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2010,ОУР,/download/ecde25cdc91aad4db1a0b3e7d8052902/,0.08,0.05,0.02,0.06,0.05,0.05,0.07,0.06,0.06,0.02,0.04,0.06,0.03,0.02,0.04,0.05,0.04,0.0,0.04,0.07,0.05,0.05,0.02,0.06,0.06,0.04,0.08
1200,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2009,ОУР,/download/38e8963db552e7248023a3f688f78cec/,0.06,0.04,0.02,0.05,0.04,0.04,0.07,0.04,0.05,0.02,0.03,0.04,0.02,0.01,0.03,0.03,0.04,0.01,0.03,0.06,0.04,0.03,0.02,0.05,0.05,0.04,0.06
1201,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2008,ОУР,/download/f5d887c18cd4573174031386aa2fe0b7/,0.07,0.05,0.02,0.06,0.05,0.05,0.08,0.05,0.05,0.02,0.04,0.04,0.03,0.02,0.04,0.03,0.03,0.01,0.03,0.05,0.04,0.03,0.02,0.05,0.05,0.03,0.06
1202,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2006,СО,/download/a6b7dfa47e3bd78bdf6580dea739afc7/,0.03,0.04,0.01,0.02,0.02,0.02,0.03,0.02,0.04,0.0,0.11,0.05,0.02,0.04,0.03,0.02,0.04,0.03,0.02,0.05,0.01,0.03,0.02,0.04,0.04,0.02,0.03
1206,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2019,ОУР,/download/eece4d7bb60a5aa83d5984c0db1438ac/,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02
1207,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2018,ОУР,/download/5214968394e55bbdd097653c06fd4191/,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.03,0.02,0.02,0.02
1208,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2017,ОУР,/download/ad525b0a4f2fa93bb3ca997bbb7d6070/,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.03,0.0,0.02,0.04,0.02,0.02,0.01,0.03,0.02,0.02,0.03
1209,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2016,ОУР,/download/9d551bcd7897dbd85d3419f47a1f7f97/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02
1210,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2015,ОУР,/download/1185b7ffac42290a9d78a8eea79477b6/,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.03,0.0,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.03
1211,«Такеда Россия»,"Образование, здравоохранение",2016,ОУР,/download/279bb929d48eded5cadbc09ba6a30fbe/,0.03,0.02,0.01,0.0,0.02,0.01,0.02,0.02,0.1,0.01,0.03,0.04,0.01,0.02,0.03,0.03,0.03,0.07,0.03,0.05,0.04,0.03,0.01,0.04,0.04,0.04,0.04
1212,ЗАО «Таманьнефтегаз»,Нефтегазовая,2011,ОУР,/download/19467a395758cf275984eedbf14c0795/,0.08,0.01,0.01,0.1,0.11,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.02
1213,ЗАО «Таманьнефтегаз»,Нефтегазовая,2010,ОУР,/download/28ce1cb1a8d410e2ca9880ab38ef440a/,0.17,0.02,0.02,0.23,0.24,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.26,0.01,0.02,0.01,0.02,0.0,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02
1214,ЗАО «Таманьнефтегаз»,Нефтегазовая,2009,ОУР,/download/fef87723a3a7ba8acb3e518445f62ed2/,0.16,0.03,0.02,0.2,0.21,0.02,0.04,0.02,0.04,0.01,0.03,0.03,0.22,0.01,0.02,0.01,0.02,0.01,0.02,0.04,0.02,0.02,0.01,0.03,0.03,0.03,0.03
1215,ЗАО «Таманьнефтегаз»,Нефтегазовая,"2008, 2007",ОУР,/download/ad28cc54dcaf4f2dab520f1097e48155/,0.13,0.02,0.01,0.17,0.19,0.01,0.03,0.01,0.03,0.01,0.03,0.02,0.2,0.01,0.01,0.01,0.02,0.0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.02
1216,ПАО «Татнефть»,Нефтегазовая,2021,ИО,/download/bb0b6da0150dadb4b86d33bff1d8c2d0/,0.05,0.02,0.01,0.03,0.04,0.02,0.05,0.03,0.04,0.02,0.03,0.05,0.03,0.01,0.03,0.04,0.03,0.01,0.02,0.05,0.03,0.06,0.02,0.07,0.05,0.04,0.06
1217,ПАО «Татнефть»,Нефтегазовая,2020,ИО,/download/4ac1988953f5efb4c9c93c36534c096c/,0.04,0.02,0.01,0.04,0.04,0.02,0.05,0.04,0.04,0.04,0.02,0.07,0.03,0.01,0.03,0.04,0.03,0.01,0.01,0.04,0.03,0.08,0.01,0.06,0.06,0.06,0.08
1218,ПАО «Татнефть»,Нефтегазовая,2019,ИО,/download/abc743256f444ddb97aba320a6a2a13c/,0.04,0.02,0.01,0.04,0.04,0.02,0.05,0.04,0.04,0.05,0.02,0.08,0.03,0.01,0.03,0.04,0.03,0.01,0.01,0.04,0.03,0.08,0.01,0.06,0.07,0.06,0.08
1219,ПАО «Татнефть»,Нефтегазовая,2018,ИО,/download/4a33984eea58000c4d2ece62a3b53c43/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01
1221,ПАО «Татнефть»,Нефтегазовая,2016,ИО,/download/5d0e1bdd2ccd22c13b90d71d80bd59e8/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,ПАО «Татнефть»,Нефтегазовая,2015,ИО,/download/c763bdc43609fe65bc704891f6d9dd54/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0
1223,ПАО «Татнефть»,Нефтегазовая,2014,ОУР,/download/b9695a90117f01ec2fa56b6ae913d25d/,0.04,0.02,0.02,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.02,0.06,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.04,0.02,0.06,0.01,0.04,0.05,0.04,0.06
1224,ПАО «Татнефть»,Нефтегазовая,2013,ОУР,/download/43146e10bc7798d16261088a53505034/,0.04,0.02,0.02,0.04,0.02,0.02,0.05,0.03,0.03,0.01,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.04,0.02,0.03,0.01,0.03,0.03,0.02,0.04
1225,ПАО «Татнефть»,Нефтегазовая,2012,ОУР,/download/39e3e977e549df9dcb82e032d61307d1/,0.04,0.02,0.02,0.04,0.02,0.02,0.05,0.03,0.03,0.01,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.02,0.04
1226,ПАО «Татнефть»,Нефтегазовая,2011,ОУР,/download/c5b7ff9801ec0f65de58573b0118a593/,0.02,0.02,0.02,0.03,0.01,0.01,0.04,0.02,0.02,0.01,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.03
1227,ПАО «Татнефть»,Нефтегазовая,2010,ОУР,/download/2191768a5c4e499cb38b62b50229c756/,0.02,0.01,0.02,0.03,0.01,0.01,0.03,0.02,0.02,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.02
1228,ПАО «Татнефть»,Нефтегазовая,2009,ОУР,/download/355ad1dc92379d1a1624f3769d93d4b8/,0.03,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.03
1229,ПАО «Татнефть»,Нефтегазовая,2008,ОУР,/download/d15eddecc9c1b1757f34006865790553/,0.03,0.02,0.03,0.04,0.02,0.02,0.04,0.02,0.03,0.0,0.03,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.04
1230,ПАО «Татнефть»,Нефтегазовая,2007,ОУР,/download/f41b2028039e90efee9b08766240c185/,0.03,0.02,0.02,0.04,0.02,0.01,0.04,0.02,0.03,0.01,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.04
1231,ПАО «Татнефть»,Нефтегазовая,2006,ОУР,/download/b93ac96df2fc573eec63c3c694029cf5/,0.03,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.02,0.03
1232,ПАО «Татнефть»,Нефтегазовая,2005,ЭО,/download/551bfb03c3c89e66e494de87a949c437/,0.03,0.02,0.02,0.04,0.01,0.02,0.04,0.02,0.03,0.0,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.01,0.03,0.04,0.02,0.03,0.01,0.03,0.03,0.02,0.04
1234,ПАО «Татнефть»,Нефтегазовая,2004,СО,/download/6d07d4e4fc2188ca6ea8b71f82d7700c/,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.01,0.03,0.03,0.01,0.02,0.03,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.03
1235,Теле2,Телекоммуникационная и связь,2019,ОУР,/download/b757c1d18ff5f8898ad9e4904841a568/,0.03,0.04,0.0,0.0,0.03,0.01,0.03,0.03,0.04,0.01,0.06,0.05,0.02,0.02,0.03,0.06,0.04,0.01,0.03,0.05,0.03,0.05,0.02,0.04,0.04,0.03,0.05
1236,Теле2,Телекоммуникационная и связь,"2018, 2017",СО,/download/e46c80380ef0ecf57e4d3a8c54e8c561/,0.03,0.03,0.0,0.0,0.03,0.01,0.03,0.03,0.04,0.01,0.06,0.05,0.02,0.02,0.03,0.06,0.05,0.0,0.03,0.05,0.04,0.05,0.01,0.04,0.04,0.03,0.04
1237,Теле2,Телекоммуникационная и связь,"2016, 2015",СО,/download/3917fe49086c6451765d16e3b4de1ed8/,0.03,0.04,0.0,0.0,0.03,0.01,0.03,0.03,0.04,0.01,0.04,0.04,0.01,0.01,0.02,0.04,0.03,0.0,0.02,0.04,0.03,0.03,0.01,0.03,0.03,0.02,0.03
1239,АО «Техснабэкспорт»,Энергетика,2018,ИО,/download/469fd58943742ab3649f829fd301f5db/,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.03,0.01,0.0,0.01,0.03,0.02,0.02,0.01,0.03,0.04,0.02,0.03
1240,АО «Техснабэкспорт»,Энергетика,2017,ИО,/download/d390846ef1bfcc905f58c7de61f8ae97/,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.01,0.02,0.03,0.01,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.04,0.02,0.03
1241,АО «Техснабэкспорт»,Энергетика,2016,ИО,/download/88fab1a1d3e3799b276822fab4cef822/,0.02,0.01,0.0,0.0,0.02,0.01,0.02,0.03,0.03,0.02,0.01,0.03,0.01,0.01,0.02,0.03,0.01,0.0,0.02,0.04,0.02,0.03,0.01,0.03,0.04,0.03,0.03
1242,АО «Техснабэкспорт»,Энергетика,2015,ИО,/download/d2e4aa2c4030d8301be4c42867c47b9b/,0.02,0.01,0.0,0.01,0.02,0.0,0.02,0.04,0.03,0.02,0.02,0.04,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.04,0.02,0.03,0.01,0.04,0.04,0.03,0.04
1243,АО «Техснабэкспорт»,Энергетика,2014,ИО,/download/6cba726c5be1f6660bd57d497294e033/,0.03,0.01,0.0,0.01,0.05,0.01,0.03,0.06,0.05,0.03,0.02,0.06,0.02,0.01,0.04,0.04,0.03,0.0,0.04,0.06,0.03,0.04,0.01,0.05,0.07,0.04,0.07
1244,АО «Техснабэкспорт»,Энергетика,2013,ИО,/download/46b2372141150215a8eeb8ce7917c54f/,0.02,0.01,0.0,0.0,0.02,0.0,0.02,0.04,0.04,0.02,0.02,0.05,0.02,0.01,0.03,0.04,0.02,0.0,0.03,0.05,0.03,0.04,0.01,0.05,0.05,0.03,0.05
1245,АО «Техснабэкспорт»,Энергетика,2012,ИО,/download/c4a3c9519fa4a5087243f607d3503747/,0.02,0.01,0.0,0.0,0.02,0.0,0.02,0.03,0.03,0.02,0.01,0.04,0.01,0.01,0.03,0.03,0.02,0.0,0.03,0.04,0.02,0.03,0.01,0.05,0.04,0.03,0.04
1246,АО «Техснабэкспорт»,Энергетика,2011,ИО,/download/178406201d00c5a7a9a90090fc91d763/,0.09,0.01,0.0,0.1,0.02,0.01,0.01,0.11,0.08,0.01,0.01,0.09,0.02,0.01,0.01,0.03,0.01,0.0,0.01,0.03,0.01,0.04,0.01,0.03,0.03,0.03,0.03
1247,АО «Техснабэкспорт»,Энергетика,2010,ИО,/download/49c13f28cb1d5558590f535d1c092673/,0.03,0.01,0.0,0.0,0.03,0.01,0.03,0.03,0.05,0.03,0.02,0.06,0.02,0.01,0.04,0.05,0.03,0.0,0.04,0.07,0.03,0.05,0.01,0.07,0.07,0.05,0.06
1248,АО «Техснабэкспорт»,Энергетика,2009,ИО,/download/d75a040a6ef889cec0120242754b19a1/,0.03,0.01,0.01,0.01,0.02,0.0,0.01,0.04,0.03,0.02,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.0,0.03,0.05,0.02,0.05,0.01,0.05,0.05,0.03,0.05
1249,ПАО «Транснефть»,Нефтегазовая,2020,ОУР,/download/e52930b17af91b2c46418abb92b5e31c/,0.03,0.01,0.0,0.03,0.02,0.01,0.03,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.03,0.01,0.03,0.01,0.03,0.02,0.02,0.03
1251,ПАО «Транснефть»,Нефтегазовая,2018,ОУР,/download/ef60b36845d1999b4631bdb078916856/,0.02,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.03,0.01,0.03,0.02,0.02,0.02
1252,ПАО «Транснефть»,Нефтегазовая,2017,ОУР,/download/628e977d38e2a780508b113cb47db835/,0.02,0.01,0.0,0.02,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.03,0.01,0.03,0.02,0.02,0.02
1253,ПАО «Транснефть»,Нефтегазовая,2016,ОУР,/download/414285f863ef495cf04d7ed1a84a330d/,0.03,0.01,0.01,0.03,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.02,0.02,0.03,0.01,0.04,0.02,0.02,0.02
1254,ОАО «УРСА-Банк»,Финансы и страхование,2007,СО,/download/307817beed17c2dbd7ae585f9154163b/,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.04,0.01,0.02,0.05,0.02,0.03,0.01,0.04,0.03,0.05,0.04
1255,ОАО «УРСА-Банк»,Финансы и страхование,2006,СО,/download/f84a971f5415550e7806311bdab5168c/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.01
1256,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2021,ОУР,/download/0e88d52331c02d9939be212b2b95e562/,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.04,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.01,0.02,0.04,0.03,0.02,0.01,0.03,0.03,0.03,0.03
1259,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2019,ОУР,/download/07d9ea8bf274855eedee53b0f36a4745/,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.01,0.03,0.04,0.03,0.02,0.01,0.03,0.03,0.03,0.03
1260,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2019,ИО,/download/24546882ecc78d118f4b92e5feeefab4/,0.03,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.06,0.01,0.01,0.03,0.03,0.03,0.0,0.01,0.04,0.03,0.05,0.01,0.05,0.05,0.05,0.05
1261,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2018,ИО,/download/47ea9fb635fd66d892b8fdfa60127c81/,0.03,0.01,0.01,0.01,0.03,0.02,0.02,0.03,0.04,0.04,0.02,0.07,0.02,0.01,0.03,0.03,0.03,0.0,0.01,0.05,0.03,0.06,0.01,0.06,0.06,0.05,0.07
1262,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2017,ИО,/download/c191fb3d3f812c985d336f2daeb3af52/,0.03,0.01,0.01,0.01,0.03,0.03,0.02,0.03,0.04,0.03,0.02,0.07,0.02,0.01,0.03,0.03,0.03,0.0,0.01,0.05,0.03,0.06,0.01,0.06,0.06,0.05,0.07
1263,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2016,ИО,/download/d168af40ac7af780e379b6a02920837c/,0.04,0.01,0.01,0.01,0.03,0.03,0.02,0.03,0.04,0.04,0.02,0.07,0.02,0.01,0.03,0.03,0.03,0.0,0.01,0.05,0.03,0.06,0.01,0.06,0.06,0.05,0.07
1264,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2015,ИО,/download/a4cfff1c618fb1c23b0af917b1bc5864/,0.04,0.01,0.01,0.01,0.03,0.03,0.02,0.03,0.04,0.03,0.02,0.07,0.02,0.01,0.03,0.03,0.03,0.0,0.01,0.05,0.03,0.06,0.01,0.06,0.06,0.05,0.07
1265,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2014,ИО,/download/84b0ccb8169b77c490cd54ce6cbc7184/,0.03,0.01,0.01,0.0,0.03,0.03,0.01,0.03,0.04,0.04,0.02,0.07,0.02,0.01,0.04,0.03,0.03,0.0,0.01,0.04,0.02,0.06,0.01,0.05,0.05,0.05,0.06
1266,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2013,ИО,/download/40867b7952f7f7cf8ec447e1f3ead477/,0.03,0.01,0.01,0.0,0.03,0.02,0.01,0.02,0.04,0.03,0.02,0.06,0.02,0.01,0.03,0.03,0.03,0.0,0.01,0.04,0.02,0.05,0.01,0.05,0.05,0.05,0.06
1267,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2012,ИО,/download/15466913102650fb0c6d874a1e3dd095/,0.03,0.01,0.01,0.0,0.02,0.02,0.01,0.02,0.03,0.03,0.01,0.05,0.01,0.01,0.03,0.02,0.03,0.0,0.01,0.04,0.02,0.05,0.01,0.04,0.05,0.04,0.05
1272,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2017,ИО,/download/d37c9a03b653f9650cca6c162dbfdd1c/,0.02,0.01,0.01,0.0,0.02,0.01,0.03,0.03,0.04,0.02,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.03,0.01,0.04,0.03,0.03,0.04
1273,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2016,ИО,/download/138f7f3fc4e16aa814213a035b15b1e5/,0.03,0.01,0.01,0.0,0.02,0.01,0.03,0.03,0.05,0.02,0.04,0.03,0.01,0.01,0.03,0.03,0.03,0.0,0.02,0.05,0.03,0.04,0.01,0.05,0.04,0.03,0.04
1274,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2016,ЭО,/download/e1f750e7dfbd50e641ab5ee876b4ca2c/,0.03,0.02,0.05,0.01,0.02,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.0,0.0,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.02
1275,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2015,ЭО,/download/5c0904d3b6be290dd11a346176daeab5/,0.03,0.02,0.02,0.0,0.01,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0.01,0.0,0.02,0.02,0.01,0.0,0.0,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02
1277,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2014,ИО,/download/2d9439b07b677dc7634f8aad623b544a/,0.03,0.01,0.01,0.0,0.02,0.01,0.03,0.03,0.04,0.01,0.04,0.03,0.01,0.01,0.03,0.03,0.03,0.0,0.02,0.05,0.03,0.04,0.02,0.05,0.04,0.03,0.04
1278,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2013,ИО,/download/7c481e0a4c8ea515f885fecb9b7288a6/,0.02,0.01,0.01,0.0,0.01,0.01,0.03,0.03,0.03,0.01,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.02,0.03
1279,АО «ФГК»,Производство машин и оборудования,2020,ИО,/download/76a8988cf05e6e090faec6b82f53b41d/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.01,0.02,0.0,0.02,0.02,0.01,0.02
1280,АО «ФГК»,Производство машин и оборудования,2019,ОУР,/download/307b7264fc5477b0aeb7083b3b2823c0/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.02,0.01,0.02,0.0,0.02,0.02,0.01,0.01,0.0,0.02,0.01,0.01,0.01
1281,АО «ФГК»,Производство машин и оборудования,2018,ОУР,/download/a0e1dfdc012a1c45180ff72341d73e91/,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.03,0.02,0.01,0.01,0.03,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.03
1282,АО «ФГК»,Производство машин и оборудования,2017,СО,/download/5d952e326f74cbad23f4cf597a87e6b4/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.03,0.0,0.02,0.03,0.02,0.02,0.0,0.03,0.02,0.02,0.02
1283,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,2014,ОУР,/download/ef5be5c344c990f2a467c838992e9610/,0.04,0.01,0.0,0.0,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.03,0.01,0.01,0.02,0.06,0.04,0.01,0.02,0.04,0.03,0.02,0.02,0.04,0.04,0.04,0.04
1284,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,2012,ОУР,/download/bd461271459f35ae1fbbe829cf098e6d/,0.03,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.03,0.01,0.05,0.05,0.03,0.02,0.05,0.05,0.07,0.0,0.03,0.05,0.03,0.04,0.01,0.04,0.06,0.03,0.05
1285,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,2011,ОУР,/download/300c3b2cbe56cebb5d11da4b83fd6310/,0.04,0.02,0.01,0.0,0.02,0.03,0.03,0.03,0.05,0.01,0.05,0.04,0.02,0.03,0.04,0.05,0.05,0.01,0.04,0.05,0.05,0.03,0.02,0.05,0.05,0.03,0.05
1286,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,"2010, 2009",ОУР,/download/72e2399daa795362976d0e5bba619898/,0.02,0.01,0.0,0.0,0.02,0.01,0.02,0.02,0.03,0.01,0.02,0.03,0.02,0.01,0.02,0.06,0.04,0.0,0.02,0.04,0.03,0.02,0.02,0.06,0.05,0.04,0.04
1287,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2013,СО,/download/e670d7b6e808733582cf9ab2ff6b1f37/,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.04,0.03,0.02,0.02,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.03,0.01,0.03,0.08,0.04,0.03
1288,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2012,СО,/download/818898636619d6435e2b7c0ad23eff06/,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.01,0.04,0.03,0.03,0.02,0.05,0.02,0.04,0.01,0.03,0.05,0.03,0.04,0.01,0.03,0.06,0.05,0.04
1291,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2009,СО,/download/7caaf827156bae7a55b025f1f50c970b/,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.04,0.02,0.02,0.02,0.03,0.01,0.03,0.0,0.01,0.03,0.01,0.03,0.01,0.03,0.12,0.03,0.02
1292,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2008,СО,/download/7cf85023131cfeab4d5c3f330e73deb7/,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.06,0.03,0.02,0.02,0.03,0.03,0.04,0.0,0.01,0.04,0.02,0.04,0.01,0.03,0.08,0.03,0.03
1293,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2007,СО,/download/a4b40f665fa1746e8664f44fd7b77cfc/,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.06,0.04,0.02,0.03,0.04,0.03,0.04,0.0,0.03,0.05,0.03,0.05,0.01,0.05,0.05,0.05,0.04
