,компания,сектор,год,тип отчета,ссылка на отчет,E_Общие,E_Биоразнообразие,E_Вода,E_Газ,E_Климат,E_Отходы,E_Экологический менеджмент,E_Энергия,S_Безопасность и охрана здоровья,S_Безопасность продукта,S_Благотворительность,S_Инвестиции и капитальные вложения,S_Налоги,S_Обучение и развитие,S_Оплата труда,S_Отношения с потребителями,S_Отношения с работниками,S_Охрана здоровья,S_Профсоюзы и коллективные договоры,S_Трудовые отношения,G_Антикоррупция,G_Дивиденды и акционеры,G_Инновации,G_Лидерство,G_Отчетность и прозрачность,G_Управление рисками,G_Эффективность и производительность
1107,ПАО «Северсталь»,Металлургическая и горнодобывающая,2017,ОУР,/download/8f44e34ce1b2cc0038a11dbf8512c630/,0.02,0.01,0.01,0.01,0.05,0.01,0.02,0.02,0.04,0.01,0.04,0.03,0.01,0.02,0.03,0.03,0.03,0.01,0.03,0.04,0.03,0.03,0.01,0.04,0.03,0.02,0.04
1108,ПАО «Северсталь»,Металлургическая и горнодобывающая,2016,ОУР,/download/810ea92c0a164164487f48f3e1caa3fe/,0.03,0.01,0.01,0.01,0.06,0.01,0.03,0.02,0.04,0.01,0.04,0.03,0.01,0.02,0.03,0.03,0.03,0.01,0.03,0.05,0.03,0.03,0.01,0.05,0.03,0.03,0.04
1109,ПАО «Северсталь»,Металлургическая и горнодобывающая,2015,ОУР,/download/1869795b372ffa895531662c93a9f112/,0.03,0.01,0.01,0.0,0.05,0.01,0.02,0.02,0.04,0.01,0.04,0.03,0.01,0.02,0.04,0.03,0.04,0.01,0.03,0.05,0.03,0.03,0.01,0.05,0.03,0.03,0.04
1110,ПАО «Северсталь»,Металлургическая и горнодобывающая,2014,ОУР,/download/f0d6a7dcd6a5d53b37f98de8dca7235a/,0.03,0.01,0.01,0.0,0.05,0.01,0.02,0.02,0.04,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.04,0.01,0.03,0.05,0.03,0.03,0.01,0.05,0.03,0.03,0.04
1111,ПАО «Северсталь»,Металлургическая и горнодобывающая,2013,ОУР,/download/6ef7e3c9ba834e0e72a28de148c58adf/,0.02,0.01,0.01,0.0,0.05,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.03
1112,ПАО «Северсталь»,Металлургическая и горнодобывающая,2012,ОУР,/download/7980c85e11bc8c4b606fea3513d39195/,0.02,0.01,0.01,0.0,0.04,0.01,0.03,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.03,0.03
1114,ПАО «Северсталь»,Металлургическая и горнодобывающая,2010,СО,/download/c0de1fe94ca384743be4324fce328c75/,0.02,0.01,0.01,0.0,0.03,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.02
1115,ПАО «Северсталь»,Металлургическая и горнодобывающая,"2006, 2005, 2004",СО,/download/eafd5dcad3a7e5e74dcae630d5923004/,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.13,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.04,0.01,0.02,0.03,0.01,0.01
1116,АО «Сетевая компания»,Энергетика,2021,ИО,/download/332e89354a90e6ccb538e75acc5c52bb/,0.04,0.02,0.01,0.0,0.04,0.01,0.03,0.05,0.06,0.03,0.03,0.06,0.03,0.02,0.03,0.05,0.03,0.01,0.03,0.07,0.04,0.05,0.02,0.07,0.07,0.05,0.06
1117,АО «Сетевая компания»,Энергетика,2020,ИО,/download/273528f6c00f764c5f8720a6d908c555/,0.04,0.02,0.01,0.01,0.03,0.01,0.03,0.06,0.06,0.03,0.04,0.06,0.03,0.02,0.04,0.05,0.03,0.02,0.04,0.08,0.04,0.06,0.02,0.08,0.07,0.05,0.06
1118,АО «Сетевая компания»,Энергетика,2019,ИО,/download/5cfa77696e677a7d0146605c655fa937/,0.04,0.02,0.01,0.0,0.03,0.01,0.03,0.06,0.06,0.03,0.03,0.06,0.03,0.02,0.04,0.05,0.04,0.01,0.04,0.07,0.04,0.06,0.02,0.08,0.07,0.05,0.06
1119,АО «Сетевая компания»,Энергетика,2018,ОУР,/download/c2357da5b8389837a7be6c8b0d0ff9d4/,0.04,0.02,0.01,0.0,0.03,0.01,0.03,0.05,0.06,0.02,0.04,0.04,0.02,0.02,0.04,0.04,0.04,0.0,0.05,0.06,0.04,0.04,0.02,0.05,0.05,0.04,0.05
1120,АО «Сетевая компания»,Энергетика,2017,ОУР,/download/6b7554a65fe8ba71d5955f92d9bce302/,0.04,0.02,0.01,0.0,0.03,0.01,0.03,0.06,0.06,0.02,0.04,0.05,0.02,0.02,0.04,0.04,0.04,0.0,0.05,0.06,0.04,0.04,0.02,0.05,0.05,0.04,0.05
1121,АО «Сетевая компания»,Энергетика,2016,ОУР,/download/e84351e9a6dec693df2431f93b78b374/,0.04,0.02,0.01,0.0,0.02,0.02,0.03,0.05,0.05,0.01,0.04,0.04,0.02,0.02,0.03,0.05,0.03,0.0,0.04,0.06,0.03,0.04,0.02,0.06,0.05,0.04,0.04
1122,АО «Сетевая компания»,Энергетика,2015,ОУР,/download/f582f25b981036171568584f50971ddb/,0.04,0.02,0.01,0.01,0.02,0.02,0.03,0.05,0.05,0.02,0.03,0.04,0.02,0.02,0.03,0.05,0.04,0.0,0.04,0.06,0.03,0.04,0.02,0.05,0.05,0.04,0.04
1125,АФК «Система»,Финансы и страхование,2021,ОУР,/download/604dca0153bbada9456a7731b4832087/,0.03,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.04,0.01,0.02,0.04,0.02,0.01,0.02,0.03,0.02,0.03,0.02,0.04,0.02,0.03,0.02,0.03,0.03,0.03,0.04
1126,БФ «Система»,Некоммерческие организации,2020,СО,/download/4a7ee132d252a2132324d7471e5b2c0e/,0.02,0.02,0.0,0.04,0.02,0.0,0.01,0.01,0.03,0.0,0.08,0.03,0.02,0.03,0.04,0.02,0.04,0.01,0.02,0.06,0.02,0.04,0.01,0.04,0.04,0.02,0.03
1127,АФК «Система»,Финансы и страхование,2020,ОУР,/download/9f62aa158dc797879d846a9b2938329c/,0.03,0.02,0.01,0.01,0.03,0.01,0.03,0.02,0.05,0.01,0.02,0.04,0.02,0.01,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.02,0.04,0.04,0.03,0.04
1128,БФ «Система»,Некоммерческие организации,2019,СО,/download/56d4626be0b868f74b76bb1fea840b3c/,0.02,0.02,0.0,0.0,0.02,0.0,0.01,0.01,0.02,0.0,0.08,0.04,0.03,0.02,0.04,0.01,0.04,0.01,0.01,0.04,0.02,0.04,0.01,0.04,0.04,0.02,0.03
1129,АФК «Система»,Финансы и страхование,2019,ОУР,/download/cb21dbfbdc5de11396129758f3c6ae0a/,0.03,0.01,0.01,0.0,0.02,0.01,0.02,0.02,0.06,0.01,0.03,0.04,0.02,0.01,0.03,0.03,0.03,0.03,0.02,0.06,0.03,0.03,0.02,0.03,0.05,0.03,0.04
1130,АФК «Система»,Финансы и страхование,2018,ИО,/download/32a82ff70e1883778529e184851fbefa/,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.03,0.02,0.06,0.01,0.07,0.04,0.03,0.05
1131,АФК «Система»,Финансы и страхование,2018,ОУР,/download/19d2cd97e29b2420e2a1b8391ac4b522/,0.03,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.05,0.01,0.03,0.05,0.02,0.01,0.03,0.04,0.03,0.03,0.02,0.04,0.03,0.04,0.03,0.04,0.05,0.03,0.05
1132,БФ «Система»,Некоммерческие организации,2018,СО,/download/533e44f26e10fbc66ba3d1fe6fe42a4b/,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.0,0.09,0.04,0.03,0.03,0.04,0.02,0.04,0.01,0.01,0.05,0.02,0.04,0.01,0.04,0.05,0.03,0.04
1133,БФ «Система»,Некоммерческие организации,2017,СО,/download/1b66646aa757f0198d9a9c7b8d7cbff7/,0.03,0.02,0.01,0.04,0.02,0.01,0.01,0.02,0.02,0.0,0.11,0.05,0.03,0.03,0.04,0.02,0.04,0.01,0.01,0.05,0.02,0.05,0.02,0.05,0.04,0.02,0.04
1135,БФ «Система»,Некоммерческие организации,2016,СО,/download/b7460f12ade355f36a0f3565ce40aaa8/,0.02,0.01,0.0,0.04,0.01,0.0,0.01,0.01,0.02,0.0,0.07,0.03,0.02,0.04,0.03,0.02,0.03,0.01,0.02,0.04,0.02,0.04,0.01,0.04,0.03,0.02,0.03
1136,АФК «Система»,Финансы и страхование,2016,ОУР,/download/8c3518af79417d5ce58f2614a7dfd046/,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.04,0.01,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.04,0.02,0.04,0.04,0.03,0.04
1137,АФК «Система»,Финансы и страхование,2015,ОУР,/download/b62c46b5724e24c12c8c512d091624d0/,0.02,0.01,0.0,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.03,0.04,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.04,0.02,0.03,0.01,0.04,0.03,0.02,0.03
1139,АФК «Система»,Финансы и страхование,2014,ОУР,/download/e4d96c724bf264e73d3f5fd521639c42/,0.03,0.02,0.0,0.01,0.02,0.01,0.02,0.02,0.04,0.01,0.04,0.04,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.04,0.03,0.04,0.01,0.05,0.04,0.03,0.04
1140,АФК «Система»,Финансы и страхование,"2013, 2012",ОУР,/download/887d501e1ef8d90d330d90dfaeba25c1/,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.04,0.03,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.04,0.02,0.03,0.01,0.04,0.03,0.02,0.03
1142,АФК «Система»,Финансы и страхование,2008,СО,/download/d785f9654e9ce1aeb7ece835eeb7d0a2/,0.01,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.02,0.0,0.14,0.04,0.03,0.04,0.03,0.01,0.02,0.01,0.02,0.04,0.01,0.06,0.02,0.04,0.06,0.02,0.03
1143,АФК «Система»,Финансы и страхование,2006,СО,/download/f5ce74a6b3517f1fad09052b7eabbd9e/,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.04,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.01,0.04,0.02,0.03,0.04,0.03,0.03
1144,ЗАО КБ «Ситибанк»,Финансы и страхование,2011,ИО,/download/b79698d42e1bd08a988210c66c9b0397/,0.02,0.01,0.0,0.0,0.04,0.0,0.01,0.03,0.05,0.09,0.02,0.1,0.02,0.01,0.03,0.05,0.02,0.0,0.01,0.04,0.04,0.07,0.01,0.04,0.08,0.09,0.06
1145,ЗАО КБ «Ситибанк»,Финансы и страхование,2010,СО,/download/8477dbed54a7cd27b4174abc7b4a498c/,0.03,0.02,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.01,0.06,0.04,0.03,0.05,0.03,0.03,0.03,0.0,0.01,0.04,0.02,0.03,0.01,0.02,0.03,0.02,0.04
1146,ЗАО КБ «Ситибанк»,Финансы и страхование,2009,СО,/download/43be367b8fad0d000aa592b2cadd47c0/,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.07,0.03,0.02,0.04,0.02,0.01,0.03,0.0,0.01,0.03,0.03,0.02,0.01,0.02,0.03,0.02,0.03
1147,ЗАО КБ «Ситибанк»,Финансы и страхование,"2008, 2007",СО,/download/efd39488314bd6bc30c4a95161de2239/,0.03,0.01,0.0,0.0,0.02,0.0,0.02,0.01,0.03,0.02,0.07,0.04,0.03,0.06,0.04,0.02,0.05,0.0,0.02,0.04,0.04,0.03,0.01,0.04,0.06,0.04,0.04
1149,ОАО «Ситроникс»,Телекоммуникационная и связь,2011,СО,/download/8840a231772cec25787351de4a49a02d/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.03,0.01,0.0,0.02,0.02,0.01,0.02,0.0,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01
1150,ОАО «Ситроникс»,Телекоммуникационная и связь,2009,СО,/download/80b1788684a39d2dd265db6d775bc8f0/,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.0,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01
1151,ОАО «Ситроникс»,Телекоммуникационная и связь,2008,СО,/download/e4ae470db3935655e4758ccb92ae201e/,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.01
1153,ОАО КБ «Солидарность»,Финансы и страхование,2008,СО,/download/13d91c8f1f0c572859d39c57a6fe6236/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.04,0.02,0.04,0.01,0.01,0.01,0.02,0.02,0.0,0.01,0.1,0.12,0.03,0.01,0.02,0.04,0.05,0.03
1155,Союз российских пивоваров,Отраслевые отчеты,2010,СО,/download/3931a7385472f772a1fa7e6bea612af1/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.02
1156,Союз российских пивоваров,Отраслевые отчеты,2009,СО,/download/5b0e48d49629c65e939978893059bf1f/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.02
1157,Союз российских пивоваров,Отраслевые отчеты,2008,СО,/download/0f9db57dd31a7950a9045e02c4de4f79/,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.0,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.02
1158,Союз российских пивоваров,Отраслевые отчеты,2007,СО,/download/02248562a3744c73ade4c67455405eab/,0.03,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.02
1160,Союз российских пивоваров,Отраслевые отчеты,2005,СО,/download/b2626ead23e7761d7000234839067c73/,0.03,0.01,0.0,0.0,0.01,0.0,0.03,0.01,0.03,0.01,0.03,0.02,0.01,0.03,0.03,0.02,0.03,0.01,0.03,0.04,0.02,0.02,0.01,0.02,0.03,0.01,0.03
1161,Союз российских пивоваров,Отраслевые отчеты,"2004, 2003, 2002, 2001, 2000",СО,/download/65f349e1a32b71ce13f91b92d6c48b55/,0.04,0.01,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01
1162,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2017,ИО,/download/889d0831067482e523734b29bcbc20aa/,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.04,0.01,0.03,0.03,0.02,0.03
1163,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2016,ИО,/download/eb71cf21c6a6f879d71d23079175614e/,0.03,0.01,0.0,0.01,0.02,0.01,0.01,0.04,0.04,0.01,0.01,0.04,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.01,0.03,0.01,0.04,0.03,0.02,0.04
1164,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2015,ИО,/download/44a742889bbb3bfd6618ad853a7ba1b6/,0.03,0.01,0.0,0.02,0.01,0.01,0.02,0.05,0.05,0.01,0.01,0.05,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.04,0.01,0.04,0.01,0.05,0.04,0.02,0.04
1165,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2014,ИО,/download/68c797486819e8eb4deb14b6c5ceaf40/,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.03,0.01,0.01,0.03,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.03,0.03,0.02,0.03
1166,ОАО «Сургутнефтегаз»,Нефтегазовая,2021,ЭО,/download/97b81d06ef0a96c2098e17946227b351/,0.13,0.03,0.03,0.15,0.02,0.04,0.04,0.03,0.03,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.03,0.01,0.03,0.02,0.02,0.02
1167,ОАО «Сургутнефтегаз»,Нефтегазовая,2020,ЭО,/download/ddb2f6546d43112e1a95066014a4f3a2/,0.14,0.03,0.03,0.16,0.03,0.05,0.04,0.03,0.03,0.01,0.02,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.03,0.03,0.02,0.03
1168,ОАО «Сургутнефтегаз»,Нефтегазовая,2019,ЭО,/download/361df26526f16e84e622a43c9e7ddfbb/,0.14,0.03,0.03,0.15,0.03,0.06,0.04,0.03,0.03,0.01,0.03,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.03,0.03,0.03,0.03
1169,ОАО «Сургутнефтегаз»,Нефтегазовая,2018,ЭО,/download/341947dbcb8bec0255c15d0a09e18dbe/,0.15,0.04,0.04,0.15,0.02,0.07,0.04,0.04,0.03,0.01,0.03,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.03,0.03,0.03,0.04
1170,ОАО «Сургутнефтегаз»,Нефтегазовая,2017,ЭО,/download/5b7f8b629bc47feec0da74bc55c9227b/,0.12,0.06,0.04,0.1,0.03,0.08,0.07,0.04,0.05,0.02,0.04,0.03,0.02,0.01,0.01,0.02,0.01,0.0,0.01,0.03,0.04,0.02,0.02,0.02,0.04,0.04,0.04
1171,ОАО «Сургутнефтегаз»,Нефтегазовая,2016,ЭО,/download/30f1df91e97a3a835b025e51653e5ea5/,0.13,0.04,0.03,0.15,0.02,0.05,0.04,0.03,0.03,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.02,0.02
1172,ОАО «Сургутнефтегаз»,Нефтегазовая,2015,ЭО,/download/cda63ec6e0b699081af5324f0d5ec49c/,0.13,0.03,0.04,0.14,0.02,0.06,0.05,0.03,0.04,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.03,0.01,0.01,0.01,0.03,0.03,0.03
1173,ОАО «Сургутнефтегаз»,Нефтегазовая,2014,ЭО,/download/9165c124087cc82c4eef1c21d42ded2c/,0.13,0.04,0.04,0.13,0.03,0.06,0.05,0.03,0.04,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.03,0.03
1174,ОАО «Сургутнефтегаз»,Нефтегазовая,2013,ЭО,/download/2f18e129319c6ccb84c48f96302d4adc/,0.1,0.02,0.03,0.1,0.02,0.08,0.04,0.02,0.04,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.02
1175,ОАО «Сургутнефтегаз»,Нефтегазовая,2012,ЭО,/download/d3c1f1487c65910ac49ca6e67534bb19/,0.13,0.03,0.04,0.16,0.02,0.06,0.06,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.03
1176,ОАО «Сургутнефтегаз»,Нефтегазовая,2011,ЭО,/download/a7ffb2a2eec7bb23a3370ed8babfe301/,0.13,0.03,0.03,0.16,0.02,0.07,0.06,0.03,0.03,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0.04
1177,АО «ТВЭЛ»,Энергетика,2018,ИО,/download/44867c87b3a471d06b410fd6047535e4/,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.01,0.04,0.03,0.03,0.03
1178,АО «ТВЭЛ»,Энергетика,2017,ИО,/download/b37ff567066c6be8c2ba53275069d3fc/,0.02,0.01,0.0,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.03
1179,АО «ТВЭЛ»,Энергетика,2016,ИО,/download/3dd08eacfcc82ec938a0898b87136443/,0.02,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.01,0.03,0.02,0.03,0.02
1180,АО «ТВЭЛ»,Энергетика,2015,ИО,/download/d0371768c1a39da7e7a0ed36f8da55c5/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.04,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.04,0.04,0.03,0.03
1181,АО «ТВЭЛ»,Энергетика,2014,ИО,/download/1dd86d19a5b6bff302d1006c9b675b46/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.04,0.04,0.03,0.03
1182,АО «ТВЭЛ»,Энергетика,2013,ИО,/download/062e4b4529fde1eae13c8ca6819a89cc/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.02,0.03,0.02,0.04,0.04,0.03,0.03
1183,АО «ТВЭЛ»,Энергетика,2012,ИО,/download/79eeb0b6751ecbab56ef7086d9b58d2c/,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.02,0.03,0.02,0.03,0.04,0.02,0.03
1184,АО «ТВЭЛ»,Энергетика,2011,ИО,/download/d83a26efce93e28d4d1ebb3619993e43/,0.02,0.01,0.0,0.0,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.02
1185,АО «ТВЭЛ»,Энергетика,2010,ИО,/download/a1dddc26efb9ce55d4031f58490f464f/,0.02,0.01,0.0,0.0,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.02,0.03,0.01,0.05,0.03,0.02,0.03
1186,АО «ТВЭЛ»,Энергетика,2009,ИО,/download/af662c342a8b2caa8520835a8ede0738/,0.02,0.01,0.0,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.03,0.01,0.02,0.01,0.04,0.04,0.04,0.03
1187,ОАО «ТГК-1»,Энергетика,2006,СО,/download/423cad4f08bf900cd7d46a0a4bf442cb/,0.04,0.01,0.01,0.01,0.02,0.01,0.02,0.08,0.05,0.01,0.05,0.06,0.02,0.02,0.05,0.05,0.04,0.0,0.04,0.05,0.03,0.04,0.03,0.05,0.04,0.04,0.05
1188,ОАО «ТГК-2»,Энергетика,2007,СО,/download/59680f966dbf524b1d191121b4fa9c25/,0.03,0.01,0.01,0.0,0.02,0.01,0.02,0.04,0.04,0.01,0.02,0.04,0.01,0.01,0.04,0.05,0.03,0.0,0.04,0.04,0.03,0.04,0.02,0.04,0.04,0.03,0.03
1189,ОАО «ТГК-2»,Энергетика,2006,СО,/download/483b709b072ddac734cb0e4a72e1971f/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.05,0.04,0.01,0.02,0.04,0.02,0.01,0.04,0.05,0.03,0.0,0.03,0.04,0.03,0.04,0.02,0.04,0.04,0.03,0.04
1190,ОАО «ТГК-5»,Энергетика,2007,ОУР,/download/6c5b0b414c9cfd39a4c8b85f242f4f89/,0.04,0.03,0.01,0.01,0.03,0.02,0.03,0.05,0.05,0.02,0.03,0.05,0.02,0.01,0.04,0.05,0.03,0.0,0.04,0.05,0.04,0.05,0.02,0.05,0.05,0.04,0.04
1191,ОАО «ТГК-5»,Энергетика,"2006, 2005",СО,/download/b7db09cdf80d18acfaa8b26ee504f4c7/,0.04,0.05,0.01,0.01,0.03,0.02,0.02,0.04,0.04,0.01,0.04,0.04,0.03,0.01,0.03,0.04,0.03,0.0,0.03,0.04,0.03,0.03,0.02,0.04,0.04,0.03,0.04
1192,ОАО «ТГК-6»,Энергетика,2006,СО,/download/5db0d0320dcd98653baa8819346fa791/,0.04,0.01,0.01,0.01,0.02,0.01,0.03,0.05,0.04,0.02,0.02,0.06,0.02,0.01,0.05,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.03,0.06,0.05,0.04,0.05
1193,ОАО «ТГК-9»,Энергетика,2006,СО,/download/546db23fe281f856cd80994a6c88d680/,0.05,0.02,0.01,0.01,0.03,0.01,0.03,0.06,0.05,0.02,0.02,0.05,0.02,0.01,0.05,0.06,0.04,0.0,0.04,0.06,0.04,0.04,0.02,0.06,0.05,0.04,0.05
1194,ПАО «ТМК»,Металлургическая и горнодобывающая,2020,ИО,/download/cb755034e1eee9ec375647215abeae8a/,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.03,0.0,0.04,0.03,0.01,0.03
1195,ПАО «ТМК»,Металлургическая и горнодобывающая,2019,ИО,/download/eb2135c5e10dc8b1e31794e63922f9e6/,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.03,0.01,0.04,0.0,0.06,0.03,0.02,0.03
1196,ПАО «ТМК»,Металлургическая и горнодобывающая,2018,ИО,/download/cb2326dbebcb15f60eeeab015e8b001b/,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.03,0.01,0.03,0.0,0.05,0.03,0.02,0.03
1197,ПАО «ТМК»,Металлургическая и горнодобывающая,2017,ИО,/download/e18ef91523c1f2f34700501d372f0e7e/,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.03,0.01,0.04,0.0,0.06,0.03,0.02,0.03
1198,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2011,ОУР,/download/dc886a73e5e7aa359b43093913cfb60f/,0.08,0.05,0.02,0.06,0.05,0.05,0.08,0.06,0.06,0.02,0.04,0.05,0.02,0.02,0.04,0.05,0.04,0.01,0.04,0.06,0.05,0.05,0.02,0.06,0.06,0.04,0.08
